title,type,genres,releaseyear,averagerating,votes
Jumanji,movie,"{Action, Adventure, Sci-Fi}",1981,7.6,204340
The Bank Job,movie,"{Adventure, Comedy, Family}",1995,7.1,386787
The Karate Kid Part II,movie,"{Crime, Drama, Thriller}",2008,7.2,191293
Eight Legged Freaks,movie,"{Action, Family, Sport}",1986,6.1,101462
How the Grinch Stole Christmas,movie,"{Action, Adventure, Comedy}",2002,5.5,61107
Pale Rider,movie,"{Comedy, Family, Fantasy}",2000,6.3,296799
Wanted,movie,"{Drama, Western}",1985,7.3,66253
Deep Blue Sea,movie,"{Action, Crime, Thriller}",2008,6.7,414802
Involuntary,movie,"{Action, Adventure, Sci-Fi}",1999,5.9,145617
Steamboy,movie,{Drama},2008,6.9,6640
Hancock,movie,"{Action, Adventure, Animation}",2004,6.8,19019
Bad Boys II,movie,"{Action, Comedy, Drama}",2008,6.4,520739
Twilight,movie,"{Action, Comedy, Crime}",2003,6.6,276781
Disclosure,movie,"{Drama, Fantasy, Romance}",2008,5.3,496400
Hollow Man II,movie,"{Drama, Thriller}",1994,6.2,55374
Free Willy 2: The Adventure Home,movie,"{Action, Horror, Sci-Fi}",2006,4.4,10420
The Man,movie,"{Adventure, Drama, Family}",1995,5.1,19869
Black Book,movie,"{Action, Comedy, Crime}",2005,5.5,26913
Tarantula,movie,"{Drama, Thriller, War}",2006,7.7,81382
The Craft,movie,"{Horror, Sci-Fi}",1955,6.4,11099
S.W.A.T.,movie,"{Drama, Fantasy, Horror}",1996,6.4,112256
Ace Ventura: When Nature Calls,movie,"{Action, Adventure, Crime}",2003,6.1,155738
Death to Smoochy,movie,"{Adventure, Comedy, Crime}",1995,6.4,237855
Final Destination 3,movie,"{Comedy, Crime, Drama}",2002,6.3,43153
Monster House,movie,"{Horror, Thriller}",2006,5.8,158193
Mortal Kombat,movie,"{Animation, Comedy, Family}",2006,6.7,143635
The Last Boy Scout,movie,"{Action, Adventure, Fantasy}",1995,5.8,126313
Last Man Standing,movie,"{Action, Comedy, Crime}",1991,7,114376
Police Academy,movie,"{Action, Crime, Drama}",1996,6.4,61741
Click,movie,{Comedy},1984,6.7,140882
The Goonies,movie,"{Comedy, Drama, Fantasy}",2006,6.4,364448
The Mask of Zorro,movie,"{Adventure, Comedy, Family}",1985,7.7,305635
Risky Business,movie,"{Action, Adventure, Comedy}",1998,6.8,201104
Mad Max Beyond Thunderdome,movie,"{Comedy, Crime, Drama}",1983,6.8,102261
Final Destination 2,movie,"{Action, Adventure, Sci-Fi}",1985,6.2,155707
Anaconda,movie,"{Horror, Thriller}",2003,6.2,187539
El Mariachi,movie,"{Action, Adventure, Horror}",1997,4.9,114421
Death Becomes Her,movie,"{Action, Crime, Thriller}",1992,6.8,72306
Thir13en Ghosts,movie,"{Comedy, Fantasy, Horror}",1992,6.7,137719
Hollow Man,movie,"{Fantasy, Horror}",2001,5.6,96158
In the Line of Fire,movie,"{Action, Horror, Sci-Fi}",2000,5.9,140533
Jerry Maguire,movie,"{Action, Crime, Drama}",1993,7.2,116308
The Descent,movie,"{Comedy, Drama, Romance}",1996,7.3,292604
Before the Fall,movie,"{Adventure, Horror, Thriller}",2005,7.2,254468
Above the Law,movie,"{Drama, Sport, Thriller}",2004,7.4,17912
Lionheart,movie,"{Action, Crime, Drama}",1988,6,35325
Surfs Up,movie,"{Action, Crime, Drama}",1990,6.2,40719
Fallen,movie,"{Adventure, Animation, Comedy}",2007,6.7,93897
The Man Who Knew Too Little,movie,"{Action, Crime, Drama}",1998,7,95529
"South Park: Bigger, Longer & Uncut",movie,"{Comedy, Crime, Drama}",1997,6.6,34957
Daredevil,movie,"{Animation, Comedy, Fantasy}",1999,7.7,217936
The Bone Collector,movie,"{Action, Crime}",2003,5.3,232726
Youve Got Mail,movie,"{Crime, Drama, Mystery}",1999,6.7,189574
Look Whos Talking,movie,"{Comedy, Drama, Romance}",1998,6.7,233662
Kung Fu Panda,movie,{Comedy},1989,5.9,87927
Wedding Crashers,movie,"{Action, Adventure, Animation}",2008,7.6,536553
Superman III,movie,"{Comedy, Romance}",2005,7,381406
Final Destination,movie,"{Action, Adventure, Comedy}",1983,5,76146
Analyze This,movie,"{Horror, Thriller}",2000,6.7,289313
Scanners,movie,"{Comedy, Crime}",1999,6.7,163563
Ricochet,movie,"{Horror, Sci-Fi, Thriller}",1981,6.7,63448
The Exorcist,movie,"{Action, Crime, Drama}",1991,6.2,21143
A Perfect World,movie,{Horror},1973,8.1,467517
Blood Work,movie,"{Crime, Drama, Thriller}",1993,7.5,88816
Tootsie,movie,"{Action, Crime, Drama}",2002,6.4,48587
Little Women,movie,"{Comedy, Drama, Romance}",1982,7.4,116770
Last Action Hero,movie,"{Drama, Family, Romance}",1994,7.3,64842
Tango & Cash,movie,"{Action, Adventure, Comedy}",1993,6.5,166733
Scooby-Doo,movie,"{Action, Comedy, Crime}",1989,6.4,115699
Ghost Ship,movie,"{Adventure, Comedy, Family}",2002,5.3,129406
Mad Max,movie,"{Horror, Mystery, Thriller}",2002,5.6,111626
The Triplets of Belleville,movie,"{Action, Adventure, Sci-Fi}",1979,6.8,234579
Little Nicky,movie,"{Adventure, Animation, Comedy}",2003,7.7,57701
Children of Men,movie,"{Comedy, Fantasy}",2000,5.3,114259
Lady in the Water,movie,"{Action, Drama, Sci-Fi}",2006,7.9,538731
Swordfish,movie,"{Drama, Fantasy, Mystery}",2006,5.5,105460
Bewitched,movie,"{Action, Crime, Thriller}",2001,6.5,198506
Bad Boys,movie,"{Comedy, Fantasy, Romance}",2005,4.8,76256
Demolition Man,movie,"{Action, Comedy, Crime}",1995,6.8,299595
Hannibal,movie,"{Action, Sci-Fi, Thriller}",1993,6.7,198234
Firewall,movie,"{Crime, Drama, Thriller}",2001,6.8,299427
Cellular,movie,"{Action, Crime, Thriller}",2006,5.8,60102
Philadelphia,movie,"{Action, Crime, Thriller}",2004,6.5,106760
Happy Feet,movie,{Drama},1993,7.7,262402
Forgetting Sarah Marshall,movie,"{Adventure, Animation, Comedy}",2006,6.4,203597
Cobra,movie,"{Comedy, Drama, Romance}",2008,7.1,306671
Collateral Damage,movie,"{Action, Crime, Thriller}",1986,5.8,81123
The Cable Guy,movie,"{Action, Drama, Thriller}",2002,5.5,78693
Man of the Year,movie,"{Comedy, Drama, Thriller}",1996,6.1,181290
The Ant Bully,movie,"{Comedy, Drama, Romance}",2006,6.2,35688
Shadow Man,movie,"{Adventure, Animation, Comedy}",2006,5.8,42463
The Postman,movie,"{Action, Thriller}",2006,4,4335
Elektra,movie,"{Action, Adventure, Drama}",1997,6.1,80272
A Nightmare on Elm Street 2: Freddys Revenge,movie,"{Action, Adventure, Crime}",2005,4.7,100308
Miss Congeniality 2: Armed & Fabulous,movie,{Horror},1985,5.5,80306
District B13,movie,"{Action, Comedy, Crime}",2005,5.2,81462
Stealth,movie,"{Action, Crime, Sci-Fi}",2004,7.1,74789
When a Stranger Calls,movie,"{Action, Adventure, Sci-Fi}",2005,5.1,56770
House of Wax,movie,"{Horror, Thriller}",2006,5.1,49403
A Nightmare on Elm Street 3: Dream Warriors,movie,"{Horror, Thriller}",2005,5.5,137228
The Principal,movie,"{Fantasy, Horror}",1987,6.7,93488
13 Going on 30,movie,"{Action, Crime, Drama}",1987,6.3,12085
Empire of the Sun,movie,"{Comedy, Fantasy, Romance}",2004,6.3,224901
A Nightmare on Elm Street 4: The Dream Master,movie,"{Drama, War}",1987,7.7,136444
The Forgotten,movie,{Horror},1988,5.6,63701
Dumb and Dumberer: When Harry Met Lloyd,movie,"{Drama, Mystery, Sci-Fi}",2004,5.8,68884
Police Academy 2: Their First Assignment,movie,{Comedy},2003,3.4,43015
A Nightmare on Elm Street: The Dream Child,movie,{Comedy},1985,5.8,60367
The Witches,movie,"{Fantasy, Horror}",1989,5,52352
Hes Just Not That Into You,movie,"{Adventure, Comedy, Family}",1990,6.8,56207
The Tale of Despereaux,movie,"{Comedy, Drama, Romance}",2009,6.4,185055
The Day the Earth Stood Still,movie,"{Adventure, Animation, Comedy}",2008,6.1,40338
Yes Man,movie,"{Adventure, Drama, Sci-Fi}",2008,5.5,180720
Funny Games,movie,"{Comedy, Romance}",2008,6.8,388829
Vacancy,movie,"{Crime, Drama, Thriller}",1997,7.5,87538
The Ides of March,movie,"{Horror, Thriller}",2007,6.2,109493
The Prince of Tides,movie,"{Drama, Thriller}",2011,7.1,233136
Bugsy,movie,"{Drama, Romance}",1991,6.8,20243
The Iron Giant,movie,"{Biography, Crime, Drama}",1991,6.8,31458
Wolf,movie,"{Action, Adventure, Animation}",1999,8.1,235877
28 Days,movie,"{Drama, Horror, Romance}",1994,6.3,61525
Madagascar: Escape 2 Africa,movie,"{Comedy, Drama}",2000,6.1,55332
Sherlock Holmes,movie,"{Adventure, Animation, Comedy}",2008,6.6,253466
Family Business,movie,"{Action, Adventure, Mystery}",2009,7.6,681274
Shark Tale,movie,"{Crime, Drama}",1989,5.7,14065
Police Academy 4: Citizens on Patrol,movie,"{Adventure, Animation, Comedy}",2004,6,202628
Peter Pan,movie,"{Comedy, Crime}",1987,5,46588
Vampires: Los Muertos,movie,"{Adventure, Family, Fantasy}",2003,6.8,81442
Loser,movie,"{Action, Horror, Thriller}",2002,4.5,8238
Magnum Force,movie,"{Comedy, Romance}",2000,5.3,30720
The Enforcer,movie,"{Action, Crime, Mystery}",1973,7.2,68191
Sudden Impact,movie,"{Action, Crime, Thriller}",1976,6.7,50333
The Dead Pool,movie,"{Action, Crime, Thriller}",1983,6.6,49751
You Dont Mess with the Zohan,movie,"{Action, Crime, Mystery}",1988,6.3,50034
The Strangers,movie,"{Action, Comedy}",2008,5.6,217748
Deliverance,movie,"{Horror, Mystery, Thriller}",2008,6.1,149456
The Taste of Others,movie,"{Adventure, Drama, Thriller}",1972,7.7,121998
The Squid and the Whale,movie,"{Comedy, Drama, Romance}",2000,7.2,10515
Looney Tunes: Back in Action,movie,"{Comedy, Drama}",2005,7.3,91706
Elf,movie,"{Adventure, Animation, Comedy}",2003,5.8,41081
Birth,movie,"{Adventure, Comedy, Family}",2003,7.1,315545
Sydney White,movie,"{Drama, Fantasy, Mystery}",2004,6.3,41905
Made of Honor,movie,"{Comedy, Drama, Romance}",2007,6.2,51933
Network,movie,"{Comedy, Romance}",2008,5.8,77068
The Texas Chainsaw Massacre: The Beginning,movie,{Drama},1976,8.1,174252
The One,movie,{Horror},2006,5.8,78645
In the Cut,movie,"{Action, Sci-Fi, Thriller}",2001,5.9,97055
Cats & Dogs,movie,"{Mystery, Thriller}",2003,5.4,26935
The Lover,movie,"{Drama, Horror, Mystery}",1996,5.5,15693
Stuart Little 2,movie,"{Action, Adventure, Comedy}",2001,5.2,63344
The Wedding Singer,movie,"{Biography, Drama, Romance}",1992,6.8,23984
Richie Rich,movie,"{Adventure, Comedy, Family}",2002,5.5,59475
Scooby-Doo 2: Monsters Unleashed,movie,"{Comedy, Music, Romance}",1998,6.9,165468
Exorcist: The Beginning,movie,"{Comedy, Family}",1994,5.4,74911
The Notebook,movie,"{Adventure, Comedy, Family}",2004,5.3,66888
Taking Lives,movie,"{Horror, Mystery, Thriller}",2004,5.1,40515
Chungking Express,movie,"{Drama, Romance}",2004,7.8,638069
The Mosquito Coast,movie,"{Crime, Mystery, Thriller}",2004,6.2,97098
Coco Before Chanel,movie,"{Comedy, Crime, Drama}",1994,8,99801
Music and Lyrics,movie,"{Adventure, Drama, Thriller}",1986,6.6,31798
The Trouble with Harry,movie,"{Biography, Drama}",2009,6.6,42595
The Next Karate Kid,movie,"{Comedy, Music, Romance}",2007,6.5,108350
Anacondas: The Hunt for the Blood Orchid,movie,"{Comedy, Mystery}",1955,7,42080
A Cinderella Story,movie,"{Action, Drama, Family}",1994,4.6,34715
Hellboy II: The Golden Army,movie,"{Action, Adventure, Horror}",2004,4.7,34656
Nanny McPhee,movie,"{Comedy, Family, Romance}",2004,5.9,95831
Freddys Dead: The Final Nightmare,movie,"{Action, Adventure, Fantasy}",2008,7,290416
A League of Their Own,movie,"{Comedy, Family, Fantasy}",2005,6.6,87164
My Girl 2,movie,"{Fantasy, Horror}",1991,4.7,52484
Seven Pounds,movie,"{Comedy, Drama, Sport}",1992,7.3,123668
Public Enemies,movie,"{Comedy, Drama, Family}",1994,5.3,21296
The Informant!,movie,"{Drama, Mystery, Thriller}",2008,7.6,318222
Tommy,movie,"{Action, Biography, Crime}",2009,6.9,323857
Runaway Jury,movie,"{Biography, Comedy, Crime}",2009,6.5,68148
The New World,movie,"{Drama, Musical}",1975,6.6,23106
Superman IV: The Quest for Peace,movie,"{Crime, Drama, Thriller}",2003,7.1,106746
The Ghost Writer,movie,"{Biography, Drama, History}",2005,6.7,91065
Jason X,movie,"{Action, Adventure, Sci-Fi}",1987,3.7,53875
Body Double,movie,"{Crime, Drama, Mystery}",2010,7.2,172455
Money Train,movie,"{Action, Horror, Sci-Fi}",2001,4.5,63154
Little Man Tate,movie,"{Crime, Drama, Mystery}",1984,6.8,40441
The Year of Living Dangerously,movie,"{Action, Comedy, Crime}",1995,5.7,43744
Police Academy: Mission to Moscow,movie,{Drama},1991,6.6,16387
New Nightmare,movie,"{Drama, Romance, War}",1982,7.1,23359
Must Love Dogs,movie,"{Comedy, Crime}",1994,3.5,36729
Get Smart,movie,"{Fantasy, Horror, Mystery}",1994,6.4,66020
xXx: State of the Union,movie,"{Comedy, Romance}",2005,5.9,33377
Fright Night,movie,"{Action, Adventure, Comedy}",2008,6.5,231121
U.S. Marshals,movie,"{Action, Adventure, Crime}",2005,4.5,74375
The Sweetest Thing,movie,{Horror},1985,7.1,82509
Police Academy 5: Assignment: Miami Beach,movie,"{Action, Crime, Thriller}",1998,6.6,115955
Fair Game,movie,"{Comedy, Romance}",2002,5.2,63452
Police Academy 6: City Under Siege,movie,"{Comedy, Crime}",1988,4.6,39040
Suspiria,movie,"{Action, Romance, Thriller}",1995,4.4,14083
Queen of the Damned,movie,"{Comedy, Crime}",1989,4.4,33699
Proof of Life,movie,{Horror},1977,7.3,109351
Kramer vs. Kramer,movie,"{Drama, Fantasy, Horror}",2002,5.3,61426
Body of Lies,movie,"{Action, Drama, Thriller}",2000,6.3,59480
Police Academy 3: Back in Training,movie,{Drama},1979,7.8,157886
My Stepmother Is an Alien,movie,"{Action, Drama, Thriller}",2008,7,242330
Dennis the Menace,movie,{Comedy},1986,5.4,49557
Wyatt Earp,movie,"{Comedy, Sci-Fi}",1988,5.4,28077
9,movie,"{Comedy, Family}",1993,5.7,65888
Harry Potter and the Deathly Hallows: Part 1,movie,"{Action, Adventure, Biography}",1994,6.7,56211
Harry Potter and the Deathly Hallows: Part 2,movie,"{Action, Adventure, Animation}",2009,7,150594
The Forsaken,movie,"{Adventure, Family, Fantasy}",2010,7.7,614340
Dreams,movie,"{Adventure, Family, Fantasy}",2011,8.1,970909
Citizen X,movie,"{Action, Fantasy, Horror}",2001,5.3,9344
I Served the King of England,movie,"{Drama, Fantasy}",1990,7.7,30050
Ghosts of Girlfriends Past,movie,"{Biography, Crime, Drama}",1995,7.4,23665
The House Bunny,movie,"{Comedy, Drama, Romance}",2006,7.3,8294
Sabotage,movie,"{Comedy, Fantasy, Romance}",2009,5.8,95706
Appaloosa,movie,{Comedy},2008,5.5,91769
Conspiracy,movie,"{Crime, Thriller}",1936,7,19245
Scooby-Doo and the Loch Ness Monster,movie,"{Action, Crime, Drama}",2008,6.7,65590
Scooby-Doo and the Goblin King,movie,"{Biography, Drama, History}",2001,7.6,25981
Barbie in the 12 Dancing Princesses,movie,"{Adventure, Animation, Comedy}",2004,6.6,6231
Barbie and the Diamond Castle,movie,"{Adventure, Animation, Comedy}",2008,6.3,3813
In the Land of Women,movie,"{Animation, Family}",2006,6.9,7055
Rocket Science,movie,"{Animation, Family, Musical}",2008,6.5,4869
Pride and Glory,movie,"{Comedy, Drama, Romance}",2007,6.4,32890
Scooby-Doo on Zombie Island,movie,"{Comedy, Drama}",2007,6.5,13798
Georgia Rule,movie,"{Crime, Drama, Thriller}",2008,6.6,64065
Mamas Boy,movie,"{Adventure, Animation, Comedy}",1998,7.7,19200
Bah Humduck!: A Looney Tunes Christmas,movie,"{Comedy, Drama}",2007,5.9,27711
Semi-Pro,movie,"{Comedy, Drama}",2007,5.1,6020
Barbie: Fairytopia,movie,"{Horror, Mystery, Thriller}",2009,5.5,120117
Let the Right One In,movie,"{Adventure, Animation, Comedy}",2006,6.3,1476
Scooby-Doo and the Ghoul School,movie,"{Comedy, Sport}",2008,5.8,86993
"Chill Out, Scooby-Doo!",movie,"{Animation, Family, Fantasy}",2005,6.1,5503
Scooby-Doo! Pirates Ahoy!,movie,"{Drama, Fantasy, Horror}",2008,7.8,230519
Angels & Demons,movie,"{Animation, Comedy, Family}",1988,6.8,6338
Bury My Heart at Wounded Knee,movie,"{Adventure, Animation, Comedy}",2007,6.5,3938
Star Trek,movie,"{Adventure, Animation, Comedy}",2006,6.5,4109
Superman: Doomsday,movie,"{Action, Mystery, Thriller}",2009,6.7,313592
Waiting for the Hearse,movie,"{Drama, History, Western}",2007,7.1,7696
The Wolf Man,movie,"{Action, Adventure, Sci-Fi}",2009,7.9,625116
Christmas with the Kranks,movie,"{Action, Adventure, Animation}",2007,6.9,23825
CJ7,movie,{Comedy},1985,8,7574
Open Season 2,movie,"{Horror, Mystery, Romance}",1941,7.2,31978
The Unborn,movie,"{Comedy, Family}",2004,5.5,58227
Quarantine,movie,"{Adventure, Comedy, Drama}",2008,6.4,17561
Sweeney Todd: The Demon Barber of Fleet Street,movie,"{Adventure, Animation, Comedy}",2008,5.5,27159
She Wore a Yellow Ribbon,movie,"{Horror, Mystery, Thriller}",2009,4.7,53778
When Trumpets Fade,movie,"{Horror, Sci-Fi, Thriller}",2008,6,79041
Justice League: The New Frontier,movie,"{Drama, Horror, Musical}",2007,7.3,393166
Recount,movie,{Western},1949,7.2,19748
Starter for 10,movie,"{Action, Drama, War}",1998,7,8511
Devour,movie,"{Action, Adventure, Animation}",2008,6.9,21653
2012,movie,"{Drama, History}",2008,7.3,13806
The Adventures of Sharkboy and Lavagirl 3-D,movie,"{Comedy, Drama, Romance}",2006,6.7,25518
Cadillac Records,movie,{Horror},2005,4.7,5685
Nights in Rodanthe,movie,"{Action, Adventure, Sci-Fi}",2009,5.8,404459
Out for Justice,movie,"{Drama, Thriller, Western}",1957,7.6,22362
First Sunday,movie,"{Action, Adventure, Comedy}",2005,3.8,43494
The Pentagon Wars,movie,"{Biography, Drama, Music}",2008,7,23454
Gia,movie,"{Drama, Romance}",2008,6,26700
Ladies,movie,"{Action, Crime, Drama}",1991,6.1,26317
Paul Blart: Mall Cop,movie,"{Comedy, Crime, Drama}",2008,4.6,11876
The Boy in the Striped Pajamas,movie,"{Comedy, War}",1998,7.1,5311
Tom and Jerry: The Magic Ring,movie,"{Biography, Drama, Romance}",1998,6.9,51495
Batman: Mask of the Phantasm,movie,{Comedy},2008,5.4,2282
Rachel Getting Married,movie,"{Action, Comedy, Crime}",2009,5.3,119306
Barbie as Rapunzel,movie,"{Drama, War}",2008,7.7,253800
Barbie of Swan Lake,movie,"{Adventure, Animation, Comedy}",2001,6.2,3781
Einstein and Eddington,movie,"{Action, Adventure, Animation}",1993,7.8,58815
Barbie as The Princess and the Pauper,movie,"{Drama, Romance}",2008,6.7,51929
Barbie in the Nutcracker,movie,"{Animation, Family, Fantasy}",2002,6.5,8609
District 13: Ultimatum,movie,"{Animation, Family}",2003,6.5,8066
Wonder Woman,movie,"{Biography, Drama, History}",2008,7.2,7828
Cosy Dens,movie,"{Animation, Comedy, Family}",2004,7,9878
Play Misty for Me,movie,"{Animation, Family, Musical}",2001,6.3,8619
The Notorious Bettie Page,movie,"{Action, Crime, Thriller}",2009,6.5,46648
Ben 10: Secret of the Omnitrix,movie,"{Action, Adventure, Animation}",2009,7.2,19004
Dont Tell Mom the Babysitters Dead,movie,"{Comedy, Drama}",1999,8.1,6317
Dont Die Too Hard!,movie,"{Drama, Thriller}",1971,6.9,32649
Scooby-Doo and the Cyber Chase,movie,"{Biography, Drama}",2005,6.5,11793
Batman & Mr. Freeze: SubZero,movie,"{Action, Adventure, Animation}",2007,7.4,4495
Dark Blue World,movie,{Comedy},1991,6.3,39030
Barbie and the Magic of Pegasus,movie,{Comedy},2001,5.8,5849
Autumn Spring,movie,"{Action, Adventure, Animation}",2001,7.1,10212
Kings Game,movie,"{Action, Animation, Crime}",1998,7.1,18613
Ben 10: Race Against Time,movie,"{Action, Drama, Romance}",2001,7.1,6168
Selena,movie,"{Fantasy, Horror}",1932,7,31236
Batman Beyond: Return of the Joker,movie,"{Animation, Family, Romance}",2005,6.6,5688
Teen Titans: Trouble in Tokyo,movie,"{Comedy, Drama, Family}",2001,7.4,1857
The Jack Bull,movie,"{Drama, Thriller}",2004,7.3,4897
Sometimes in April,movie,"{Action, Adventure, Family}",2007,4.2,5579
Scooby-Doo and the Samurai Sword,movie,"{Biography, Drama, Music}",1997,6.9,32321
The Country Teacher,movie,"{Action, Animation, Crime}",2000,7.7,30416
The Infernal Cauldron,movie,"{Action, Adventure, Animation}",2006,7,7009
Where the Wild Things Are,movie,"{Drama, Western}",1999,6.8,5400
Duplicity,movie,"{Drama, History, War}",2005,7.8,6136
Johnny Dangerously,movie,"{Action, Animation, Comedy}",2008,6.4,3526
Golden Oldies,movie,"{Drama, Romance}",2008,6.9,1528
Václav,movie,"{Horror, Short}",1903,6.6,2480
Inglourious Basterds,movie,"{Adventure, Drama, Family}",2009,6.7,109496
Accumulator 1,movie,"{Comedy, Crime, Romance}",2009,6.1,52578
Observe and Report,movie,"{Comedy, Crime}",1984,6.5,16725
State of Play,movie,{Comedy},2008,5.1,460
17 Again,movie,"{Comedy, Drama}",2007,6.9,523
Fire & Ice: The Dragon Chronicles,movie,"{Adventure, Drama, War}",2009,8.4,1628376
Obsessed,movie,"{Comedy, Fantasy, Romance}",1994,7,1647
Fighting,movie,"{Action, Comedy, Crime}",2009,5.8,65900
Victory,movie,"{Crime, Drama, Mystery}",2009,7.1,162561
Moon,movie,"{Comedy, Drama, Fantasy}",2009,6.4,220636
Green Lantern: First Flight,movie,"{Adventure, Drama, Fantasy}",2008,4.3,2749
The Adventures of Tintin,movie,"{Drama, Romance, Thriller}",2009,5,34772
Year One,movie,"{Action, Crime, Drama}",2009,5.6,34494
District 9,movie,"{Drama, Sport, War}",1981,6.6,33949
Scooby-Doo and the Witchs Ghost,movie,"{Drama, Mystery, Sci-Fi}",2009,7.8,381460
